subj_id,leftright,politicalinterest,politicalparticipation,TIPI_extraversion,TIPI_agreeableness,TIPI_conscientiousness,TIPI_emotionalstability,TIPI_openness,age,female,education,question,net_stats,word_count,giant component,k avg,clustering,density,entropy,disssortativity,k std
514,0.0,3.0,1.0,4.5,4.5,6.0,2.0,6.5,69.0,1.0,3,V161106_stats,"{'node_count': 8, 'edge_count': 6, 'clustering': 0.0, 'giant component': 0.5, 'disssortativity': 0.4999999999999988, 'k avg': 1.5, 'k std': 0.5345224838248488, 'entropy': 0.35788307645014694, 'density': 0.21428571428571427}",12,0.5,1.5,0.0,0.21428571428571427,0.35788307645014694,0.4999999999999988,0.5345224838248488
517,6.0,2.0,0.5,5.5,4.5,7.0,3.0,4.5,64.0,0.0,3,V161106_stats,"{'node_count': 6, 'edge_count': 5, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.3333333333333341, 'k avg': 1.6666666666666667, 'k std': 0.816496580927726, 'entropy': 0.6084084955066061, 'density': 0.3333333333333333}",14,1.0,1.6666666666666667,0.0,0.3333333333333333,0.6084084955066061,0.3333333333333341,0.816496580927726
518,6.0,2.0,0.5,2.0,6.0,6.0,1.5,4.0,52.0,0.0,2,V161106_stats,"{'node_count': 5, 'edge_count': 4, 'clustering': 0.0, 'giant component': 0.8, 'disssortativity': 0.1951219512195125, 'k avg': 1.6, 'k std': 1.5165750888103102, 'entropy': 0.8942297399459246, 'density': 0.4}",17,0.8,1.6,0.0,0.4,0.8942297399459246,0.1951219512195125,1.5165750888103102
519,4.0,,0.0,,,,,,30.0,1.0,2,V161106_stats,"{'node_count': 5, 'edge_count': 3, 'clustering': 0.0, 'giant component': 0.8, 'disssortativity': 0.4999999999999988, 'k avg': 1.2, 'k std': 0.8366600265340756, 'entropy': 0.7081187730841113, 'density': 0.3}",13,0.8,1.2,0.0,0.3,0.7081187730841113,0.4999999999999988,0.8366600265340756
520,1.0,0.0,0.5,4.0,5.5,7.0,2.5,4.5,68.0,0.0,2,V161106_stats,"{'node_count': 3, 'edge_count': 2, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 1.0, 'k avg': 1.3333333333333333, 'k std': 0.5773502691896257, 'entropy': 0.6293370420768268, 'density': 0.6666666666666666}",7,1.0,1.3333333333333333,0.0,0.6666666666666666,0.6293370420768268,1.0,0.5773502691896257
521,6.0,2.0,0.0,4.0,6.0,6.5,3.0,4.5,53.0,1.0,3,V161106_stats,"{'node_count': 13, 'edge_count': 11, 'clustering': 0.0, 'giant component': 0.9230769230769231, 'disssortativity': 0.1626016260162603, 'k avg': 1.6923076923076923, 'k std': 1.031553471276484, 'entropy': 0.5517079652649662, 'density': 0.14102564102564102}",22,0.9230769230769231,1.6923076923076923,0.0,0.14102564102564102,0.5517079652649662,0.1626016260162603,1.031553471276484
523,2.0,2.0,0.5,4.5,4.0,4.5,3.0,6.5,43.0,,3,V161106_stats,"{'node_count': 14, 'edge_count': 11, 'clustering': 0.0, 'giant component': 0.42857142857142855, 'disssortativity': 0.37499999999999944, 'k avg': 1.5714285714285714, 'k std': 0.9376144618769909, 'entropy': 0.4453840413873762, 'density': 0.12087912087912088}",25,0.42857142857142855,1.5714285714285714,0.0,0.12087912087912088,0.4453840413873762,0.37499999999999944,0.9376144618769909
524,4.0,0.0,0.0,6.5,6.0,7.0,2.5,5.5,26.0,1.0,3,V161106_stats,"{'node_count': 3, 'edge_count': 2, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 1.0, 'k avg': 1.3333333333333333, 'k std': 0.5773502691896257, 'entropy': 0.6293370420768268, 'density': 0.6666666666666666}",6,1.0,1.3333333333333333,0.0,0.6666666666666666,0.6293370420768268,1.0,0.5773502691896257
527,2.0,3.0,0.5,4.0,5.0,7.0,1.5,6.5,74.0,0.0,3,V161106_stats,"{'node_count': 22, 'edge_count': 20, 'clustering': 0.0, 'giant component': 0.4090909090909091, 'disssortativity': 0.3636363636363639, 'k avg': 1.8181818181818181, 'k std': 0.8528028654224417, 'entropy': 0.3656160919778605, 'density': 0.08658008658008658}",54,0.4090909090909091,1.8181818181818181,0.0,0.08658008658008658,0.3656160919778605,0.3636363636363639,0.8528028654224417
529,6.0,2.0,0.0,3.5,6.5,6.5,2.0,4.0,42.0,1.0,2,V161106_stats,"{'node_count': 10, 'edge_count': 5, 'clustering': 0.0, 'giant component': 0.4, 'disssortativity': 0.6666666666666693, 'k avg': 1.0, 'k std': 0.816496580927726, 'entropy': 0.5061633559621788, 'density': 0.1111111111111111}",16,0.4,1.0,0.0,0.1111111111111111,0.5061633559621788,0.6666666666666693,0.816496580927726
531,6.0,3.0,0.0,5.0,6.5,6.5,2.5,5.5,45.0,0.0,2,V161106_stats,"{'node_count': 10, 'edge_count': 7, 'clustering': 0.0, 'giant component': 0.8, 'disssortativity': 0.2352941176470596, 'k avg': 1.4, 'k std': 1.07496769977314, 'entropy': 0.6192489934821152, 'density': 0.15555555555555556}",19,0.8,1.4,0.0,0.15555555555555556,0.6192489934821152,0.2352941176470596,1.07496769977314
532,4.0,3.0,0.5,5.5,5.5,5.5,2.0,6.0,60.0,1.0,2,V161106_stats,"{'node_count': 5, 'edge_count': 2, 'clustering': 0.0, 'giant component': 0.6, 'disssortativity': 1.0, 'k avg': 0.8, 'k std': 0.8366600265340756, 'entropy': 0.7081187730841113, 'density': 0.2}",16,0.6,0.8,0.0,0.2,0.7081187730841113,1.0,0.8366600265340756
539,0.0,0.0,0.0,2.0,6.0,5.5,3.5,5.0,53.0,1.0,2,V161106_stats,"{'node_count': 26, 'edge_count': 22, 'clustering': 0.0, 'giant component': 0.5, 'disssortativity': 0.297169811320754, 'k avg': 1.6923076923076923, 'k std': 0.9281909617845142, 'entropy': 0.40812172472551017, 'density': 0.06769230769230769}",54,0.5,1.6923076923076923,0.0,0.06769230769230769,0.40812172472551017,0.297169811320754,0.9281909617845142
540,0.0,2.0,0.5,2.0,6.0,4.0,5.0,6.0,32.0,1.0,3,V161106_stats,"{'node_count': 9, 'edge_count': 6, 'clustering': 0.0, 'giant component': 0.4444444444444444, 'disssortativity': 0.8260869565217385, 'k avg': 1.3333333333333333, 'k std': 0.8660254037844387, 'entropy': 0.5605604794261809, 'density': 0.16666666666666666}",26,0.4444444444444444,1.3333333333333333,0.0,0.16666666666666666,0.5605604794261809,0.8260869565217385,0.8660254037844387
542,6.0,3.0,0.5,6.5,5.5,7.0,1.0,4.0,77.0,1.0,3,V161106_stats,"{'node_count': 3, 'edge_count': 2, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 1.0, 'k avg': 1.3333333333333333, 'k std': 0.5773502691896257, 'entropy': 0.6293370420768268, 'density': 0.6666666666666666}",4,1.0,1.3333333333333333,0.0,0.6666666666666666,0.6293370420768268,1.0,0.5773502691896257
545,4.0,1.0,0.0,4.5,4.5,6.0,3.0,4.5,62.0,1.0,2,V161106_stats,"{'node_count': 13, 'edge_count': 15, 'clustering': 0.16666666666666666, 'giant component': 1.0, 'disssortativity': 0.24060150375939948, 'k avg': 2.3076923076923075, 'k std': 1.1821319289469756, 'entropy': 0.562003114392715, 'density': 0.19230769230769232}",31,1.0,2.3076923076923075,0.16666666666666666,0.19230769230769232,0.562003114392715,0.24060150375939948,1.1821319289469756
547,0.0,1.0,0.0,4.0,5.0,5.5,3.0,4.0,50.0,0.0,2,V161106_stats,"{'node_count': 7, 'edge_count': 4, 'clustering': 0.0, 'giant component': 0.42857142857142855, 'disssortativity': 1.0, 'k avg': 1.1428571428571428, 'k std': 0.6900655593423543, 'entropy': 0.528268450675938, 'density': 0.19047619047619047}",12,0.42857142857142855,1.1428571428571428,0.0,0.19047619047619047,0.528268450675938,1.0,0.6900655593423543
548,2.0,2.0,0.0,2.0,4.0,7.0,1.5,6.0,42.0,0.0,3,V161106_stats,"{'node_count': 6, 'edge_count': 5, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.3333333333333341, 'k avg': 1.6666666666666667, 'k std': 0.816496580927726, 'entropy': 0.6084084955066061, 'density': 0.3333333333333333}",11,1.0,1.6666666666666667,0.0,0.3333333333333333,0.6084084955066061,0.3333333333333341,0.816496580927726
551,6.0,2.0,0.0,2.0,6.5,6.0,3.5,6.5,53.0,0.0,3,V161106_stats,"{'node_count': 3, 'edge_count': 2, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 1.0, 'k avg': 1.3333333333333333, 'k std': 0.5773502691896257, 'entropy': 0.6293370420768268, 'density': 0.6666666666666666}",8,1.0,1.3333333333333333,0.0,0.6666666666666666,0.6293370420768268,1.0,0.5773502691896257
552,1.0,3.0,0.5,3.0,6.0,6.5,3.0,6.0,65.0,1.0,3,V161106_stats,"{'node_count': 18, 'edge_count': 15, 'clustering': 0.0, 'giant component': 0.3333333333333333, 'disssortativity': 0.1666666666666658, 'k avg': 1.6666666666666667, 'k std': 0.7669649888473704, 'entropy': 0.41052302967949855, 'density': 0.09803921568627451}",49,0.3333333333333333,1.6666666666666667,0.0,0.09803921568627451,0.41052302967949855,0.1666666666666658,0.7669649888473704
554,6.0,2.0,0.0,1.0,5.0,4.0,2.5,4.5,38.0,0.0,3,V161106_stats,"{'node_count': 5, 'edge_count': 4, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.3333333333333333, 'k avg': 1.6, 'k std': 0.5477225575051661, 'entropy': 0.45176138477252686, 'density': 0.4}",10,1.0,1.6,0.0,0.4,0.45176138477252686,0.3333333333333333,0.5477225575051661
555,5.0,2.0,0.0,4.5,5.0,5.5,3.5,4.5,71.0,1.0,3,V161106_stats,"{'node_count': 7, 'edge_count': 4, 'clustering': 0.0, 'giant component': 0.5714285714285714, 'disssortativity': 0.6, 'k avg': 1.1428571428571428, 'k std': 0.8997354108424372, 'entropy': 0.4401657050731018, 'density': 0.19047619047619047}",17,0.5714285714285714,1.1428571428571428,0.0,0.19047619047619047,0.4401657050731018,0.6,0.8997354108424372
558,6.0,2.0,0.0,6.5,2.5,5.5,4.0,5.5,54.0,1.0,3,V161106_stats,"{'node_count': 17, 'edge_count': 14, 'clustering': 0.0, 'giant component': 0.4117647058823529, 'disssortativity': 0.52280701754386, 'k avg': 1.6470588235294117, 'k std': 0.9963167462326072, 'entropy': 0.3464907945701319, 'density': 0.10294117647058823}",39,0.4117647058823529,1.6470588235294117,0.0,0.10294117647058823,0.3464907945701319,0.52280701754386,0.9963167462326072
559,6.0,1.0,0.0,4.5,5.0,5.5,4.0,5.0,53.0,0.0,2,V161106_stats,"{'node_count': 7, 'edge_count': 3, 'clustering': 0.0, 'giant component': 0.42857142857142855, 'disssortativity': 0.4999999999999998, 'k avg': 0.8571428571428571, 'k std': 0.6900655593423541, 'entropy': 0.528268450675938, 'density': 0.14285714285714285}",14,0.42857142857142855,0.8571428571428571,0.0,0.14285714285714285,0.528268450675938,0.4999999999999998,0.6900655593423541
561,0.0,3.0,0.0,6.5,3.0,7.0,2.0,7.0,27.0,0.0,2,V161106_stats,"{'node_count': 5, 'edge_count': 3, 'clustering': 0.0, 'giant component': 0.4, 'disssortativity': 0.4999999999999998, 'k avg': 1.2, 'k std': 0.4472135954999579, 'entropy': 0.3358968393604847, 'density': 0.3}",14,0.4,1.2,0.0,0.3,0.3358968393604847,0.4999999999999998,0.4472135954999579
562,3.0,3.0,0.5,4.0,4.0,4.0,4.0,4.0,21.0,0.0,2,V161106_stats,"{'node_count': 5, 'edge_count': 4, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.3333333333333333, 'k avg': 1.6, 'k std': 0.5477225575051661, 'entropy': 0.45176138477252686, 'density': 0.4}",6,1.0,1.6,0.0,0.4,0.45176138477252686,0.3333333333333333,0.5477225575051661
566,1.0,2.0,0.0,5.5,5.0,6.0,4.0,5.5,70.0,1.0,2,V161106_stats,"{'node_count': 5, 'edge_count': 4, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.3333333333333333, 'k avg': 1.6, 'k std': 0.5477225575051661, 'entropy': 0.45176138477252686, 'density': 0.4}",9,1.0,1.6,0.0,0.4,0.45176138477252686,0.3333333333333333,0.5477225575051661
571,0.0,2.0,0.5,4.0,6.5,7.0,4.0,4.0,39.0,0.0,3,V161106_stats,"{'node_count': 6, 'edge_count': 4, 'clustering': 0.0, 'giant component': 0.8333333333333334, 'disssortativity': 0.6666666666666666, 'k avg': 1.3333333333333333, 'k std': 1.0327955589886446, 'entropy': 0.7473956601860515, 'density': 0.26666666666666666}",12,0.8333333333333334,1.3333333333333333,0.0,0.26666666666666666,0.7473956601860515,0.6666666666666666,1.0327955589886446
572,3.0,2.0,0.5,5.0,5.0,5.5,4.5,6.0,54.0,1.0,2,V161106_stats,"{'node_count': 16, 'edge_count': 12, 'clustering': 0.0, 'giant component': 0.5625, 'disssortativity': 0.2222222222222241, 'k avg': 1.5, 'k std': 0.8944271909999159, 'entropy': 0.4313831093126285, 'density': 0.1}",35,0.5625,1.5,0.0,0.1,0.4313831093126285,0.2222222222222241,0.8944271909999159
573,1.0,1.0,0.5,6.0,5.0,7.0,4.0,4.5,23.0,0.0,3,V161106_stats,"{'node_count': 5, 'edge_count': 4, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 1.0, 'k avg': 1.6, 'k std': 1.3416407864998738, 'entropy': 0.3358968393604847, 'density': 0.4}",7,1.0,1.6,0.0,0.4,0.3358968393604847,1.0,1.3416407864998738
574,0.0,2.0,0.0,6.0,4.0,6.5,3.0,4.0,46.0,0.0,2,V161106_stats,"{'node_count': 6, 'edge_count': 5, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.250000000000004, 'k avg': 1.6666666666666667, 'k std': 0.5163977794943223, 'entropy': 0.38289400293653997, 'density': 0.3333333333333333}",11,1.0,1.6666666666666667,0.0,0.3333333333333333,0.38289400293653997,0.250000000000004,0.5163977794943223
575,4.0,3.0,0.0,5.0,6.0,5.0,1.5,6.0,33.0,,3,V161106_stats,"{'node_count': 7, 'edge_count': 6, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.3333333333333326, 'k avg': 1.7142857142857142, 'k std': 0.7559289460184545, 'entropy': 0.5551006338670614, 'density': 0.2857142857142857}",10,1.0,1.7142857142857142,0.0,0.2857142857142857,0.5551006338670614,0.3333333333333326,0.7559289460184545
576,4.0,3.0,0.0,4.5,5.5,6.0,3.0,5.0,78.0,1.0,2,V161106_stats,"{'node_count': 4, 'edge_count': 2, 'clustering': 0.0, 'giant component': 0.75, 'disssortativity': 1.0, 'k avg': 1.0, 'k std': 0.816496580927726, 'entropy': 0.8123743703410189, 'density': 0.3333333333333333}",7,0.75,1.0,0.0,0.3333333333333333,0.8123743703410189,1.0,0.816496580927726
577,0.0,3.0,0.0,4.0,5.5,6.5,6.0,4.5,70.0,1.0,1,V161106_stats,"{'node_count': 9, 'edge_count': 7, 'clustering': 0.0, 'giant component': 0.5555555555555556, 'disssortativity': 0.5555555555555535, 'k avg': 1.5555555555555556, 'k std': 0.7264831572567789, 'entropy': 0.4570541985133103, 'density': 0.19444444444444445}",24,0.5555555555555556,1.5555555555555556,0.0,0.19444444444444445,0.4570541985133103,0.5555555555555535,0.7264831572567789
578,4.0,3.0,0.0,3.5,4.0,4.0,3.5,3.5,42.0,0.0,1,V161106_stats,"{'node_count': 7, 'edge_count': 5, 'clustering': 0.0, 'giant component': 0.2857142857142857, 'disssortativity': 0.31578947368421156, 'k avg': 1.4285714285714286, 'k std': 0.7867957924694432, 'entropy': 0.4401657050731018, 'density': 0.23809523809523808}",16,0.2857142857142857,1.4285714285714286,0.0,0.23809523809523808,0.4401657050731018,0.31578947368421156,0.7867957924694432
579,0.0,3.0,0.0,2.0,6.0,6.0,2.0,6.0,55.0,0.0,3,V161106_stats,"{'node_count': 3, 'edge_count': 2, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 1.0, 'k avg': 1.3333333333333333, 'k std': 0.5773502691896257, 'entropy': 0.6293370420768268, 'density': 0.6666666666666666}",7,1.0,1.3333333333333333,0.0,0.6666666666666666,0.6293370420768268,1.0,0.5773502691896257
587,6.0,3.0,0.0,4.5,6.5,7.0,1.5,5.0,80.0,0.0,3,V161106_stats,"{'node_count': 5, 'edge_count': 2, 'clustering': 0.0, 'giant component': 0.4, 'disssortativity': 0, 'k avg': 0.8, 'k std': 0.4472135954999579, 'entropy': 0.3358968393604847, 'density': 0.2}",12,0.4,0.8,0.0,0.2,0.3358968393604847,0.0,0.4472135954999579
594,0.0,,0.0,,,,,,45.0,0.0,2,V161106_stats,"{'node_count': 4, 'edge_count': 3, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.4999999999999988, 'k avg': 1.5, 'k std': 0.5773502691896257, 'entropy': 0.5415829135606792, 'density': 0.5}",8,1.0,1.5,0.0,0.5,0.5415829135606792,0.4999999999999988,0.5773502691896257
599,0.0,2.0,0.5,5.0,5.0,6.0,4.0,2.5,67.0,1.0,2,V161106_stats,"{'node_count': 23, 'edge_count': 23, 'clustering': 0.09855072463768115, 'giant component': 0.7391304347826086, 'disssortativity': -0.00850405875531476, 'k avg': 2.0, 'k std': 1.4770978917519928, 'entropy': 0.5456727908155331, 'density': 0.09090909090909091}",60,0.7391304347826086,2.0,0.09855072463768115,0.09090909090909091,0.5456727908155331,-0.00850405875531476,1.4770978917519928
600,2.0,,0.0,,,,,,36.0,0.0,3,V161106_stats,"{'node_count': 18, 'edge_count': 16, 'clustering': 0.0, 'giant component': 0.1111111111111111, 'disssortativity': 0.10822510822510822, 'k avg': 1.7777777777777777, 'k std': 0.8782037520219095, 'entropy': 0.4160064060649709, 'density': 0.10457516339869281}",35,0.1111111111111111,1.7777777777777777,0.0,0.10457516339869281,0.4160064060649709,0.10822510822510822,0.8782037520219095
601,2.0,0.0,0.0,5.0,5.0,6.5,3.5,5.5,27.0,0.0,2,V161106_stats,"{'node_count': 5, 'edge_count': 4, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.6666666666666666, 'k avg': 1.6, 'k std': 0.8944271909999159, 'entropy': 0.6378723516343402, 'density': 0.4}",9,1.0,1.6,0.0,0.4,0.6378723516343402,0.6666666666666666,0.8944271909999159
607,0.0,3.0,0.0,4.5,6.0,6.5,1.0,2.5,90.0,1.0,3,V161106_stats,"{'node_count': 3, 'edge_count': 2, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 1.0, 'k avg': 1.3333333333333333, 'k std': 0.5773502691896257, 'entropy': 0.6293370420768268, 'density': 0.6666666666666666}",7,1.0,1.3333333333333333,0.0,0.6666666666666666,0.6293370420768268,1.0,0.5773502691896257
609,5.0,2.0,0.0,5.0,6.0,6.5,1.5,6.0,81.0,0.0,3,V161106_stats,"{'node_count': 21, 'edge_count': 19, 'clustering': 0.0, 'giant component': 0.8095238095238095, 'disssortativity': 0.11400651465797992, 'k avg': 1.8095238095238095, 'k std': 0.8728715609439696, 'entropy': 0.4015819102684384, 'density': 0.09047619047619047}",50,0.8095238095238095,1.8095238095238095,0.0,0.09047619047619047,0.4015819102684384,0.11400651465797992,0.8728715609439696
610,2.0,2.0,0.0,,,,,,68.0,0.0,2,V161106_stats,"{'node_count': 3, 'edge_count': 2, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 1.0, 'k avg': 1.3333333333333333, 'k std': 0.5773502691896257, 'entropy': 0.6293370420768268, 'density': 0.6666666666666666}",4,1.0,1.3333333333333333,0.0,0.6666666666666666,0.6293370420768268,1.0,0.5773502691896257
611,6.0,3.0,0.0,5.5,4.5,6.0,3.0,5.0,39.0,0.0,2,V161106_stats,"{'node_count': 18, 'edge_count': 17, 'clustering': 0.24074074074074078, 'giant component': 0.16666666666666666, 'disssortativity': 0.19798657718120788, 'k avg': 1.8888888888888888, 'k std': 0.9002541398626663, 'entropy': 0.3441768968382962, 'density': 0.1111111111111111}",57,0.16666666666666666,1.8888888888888888,0.24074074074074078,0.1111111111111111,0.3441768968382962,0.19798657718120788,0.9002541398626663
614,4.0,2.0,0.5,4.5,6.0,6.0,1.0,6.0,65.0,1.0,3,V161106_stats,"{'node_count': 3, 'edge_count': 2, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 1.0, 'k avg': 1.3333333333333333, 'k std': 0.5773502691896257, 'entropy': 0.6293370420768268, 'density': 0.6666666666666666}",7,1.0,1.3333333333333333,0.0,0.6666666666666666,0.6293370420768268,1.0,0.5773502691896257
620,2.0,0.0,0.0,4.5,6.0,7.0,2.5,5.0,57.0,1.0,2,V161106_stats,"{'node_count': 7, 'edge_count': 7, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.1666666666666663, 'k avg': 2.0, 'k std': 0.816496580927726, 'entropy': 0.5964189671334629, 'density': 0.3333333333333333}",16,1.0,2.0,0.0,0.3333333333333333,0.5964189671334629,0.1666666666666663,0.816496580927726
621,2.0,3.0,0.0,4.0,6.5,7.0,1.0,7.0,43.0,0.0,3,V161106_stats,"{'node_count': 12, 'edge_count': 10, 'clustering': 0.0, 'giant component': 0.4166666666666667, 'disssortativity': 0.37614678899082593, 'k avg': 1.6666666666666667, 'k std': 0.8876253645985945, 'entropy': 0.3945989904390307, 'density': 0.15151515151515152}",24,0.4166666666666667,1.6666666666666667,0.0,0.15151515151515152,0.3945989904390307,0.37614678899082593,0.8876253645985945
622,1.0,3.0,1.0,1.5,5.5,4.0,2.0,6.0,26.0,1.0,3,V161106_stats,"{'node_count': 8, 'edge_count': 5, 'clustering': 0.0, 'giant component': 0.5, 'disssortativity': 0.6666666666666693, 'k avg': 1.25, 'k std': 0.7071067811865476, 'entropy': 0.5030544319692167, 'density': 0.17857142857142858}",12,0.5,1.25,0.0,0.17857142857142858,0.5030544319692167,0.6666666666666693,0.7071067811865476
623,1.0,2.0,0.0,4.0,4.5,6.5,4.0,6.0,47.0,1.0,2,V161106_stats,"{'node_count': 33, 'edge_count': 36, 'clustering': 0.21414141414141413, 'giant component': 0.09090909090909091, 'disssortativity': -0.012195121951218767, 'k avg': 2.1818181818181817, 'k std': 1.5300029708824394, 'entropy': 0.4966108621304844, 'density': 0.06818181818181818}",95,0.09090909090909091,2.1818181818181817,0.21414141414141413,0.06818181818181818,0.4966108621304844,-0.012195121951218767,1.5300029708824394
625,0.0,2.0,0.0,5.5,4.5,5.5,3.0,5.5,36.0,0.0,3,V161106_stats,"{'node_count': 4, 'edge_count': 2, 'clustering': 0.0, 'giant component': 0.75, 'disssortativity': 1.0, 'k avg': 1.0, 'k std': 0.816496580927726, 'entropy': 0.8123743703410189, 'density': 0.3333333333333333}",10,0.75,1.0,0.0,0.3333333333333333,0.8123743703410189,1.0,0.816496580927726
626,0.0,,0.0,,,,,,43.0,1.0,3,V161106_stats,"{'node_count': 11, 'edge_count': 8, 'clustering': 0.0, 'giant component': 0.36363636363636365, 'disssortativity': 0.6666666666666666, 'k avg': 1.4545454545454546, 'k std': 0.9341987329938275, 'entropy': 0.5530631290675797, 'density': 0.14545454545454545}",26,0.36363636363636365,1.4545454545454546,0.0,0.14545454545454545,0.5530631290675797,0.6666666666666666,0.9341987329938275
627,0.0,2.0,0.0,3.0,6.5,7.0,1.0,6.5,74.0,1.0,2,V161106_stats,"{'node_count': 6, 'edge_count': 5, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 1.0, 'k avg': 1.6666666666666667, 'k std': 1.632993161855452, 'entropy': 0.27103432008891504, 'density': 0.3333333333333333}",6,1.0,1.6666666666666667,0.0,0.3333333333333333,0.27103432008891504,1.0,1.632993161855452
628,0.0,3.0,0.0,4.0,4.5,6.5,4.5,5.0,54.0,1.0,1,V161106_stats,"{'node_count': 13, 'edge_count': 11, 'clustering': 0.0, 'giant component': 0.6923076923076923, 'disssortativity': 0.3333333333333326, 'k avg': 1.6923076923076923, 'k std': 0.7510676161988107, 'entropy': 0.4209077455605079, 'density': 0.14102564102564102}",32,0.6923076923076923,1.6923076923076923,0.0,0.14102564102564102,0.4209077455605079,0.3333333333333326,0.7510676161988107
629,4.0,3.0,0.0,5.5,4.0,5.0,5.0,4.0,45.0,0.0,3,V161106_stats,"{'node_count': 3, 'edge_count': 3, 'clustering': 1.0, 'giant component': 1.0, 'disssortativity': -1, 'k avg': 2.0, 'k std': 0.0, 'entropy': 0.0, 'density': 1.0}",7,1.0,2.0,1.0,1.0,0.0,-1.0,0.0
630,6.0,3.0,0.0,3.5,6.0,7.0,3.0,5.0,57.0,1.0,1,V161106_stats,"{'node_count': 15, 'edge_count': 14, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.3162393162393155, 'k avg': 1.8666666666666667, 'k std': 0.8338093878327919, 'entropy': 0.42652795691739825, 'density': 0.13333333333333333}",49,1.0,1.8666666666666667,0.0,0.13333333333333333,0.42652795691739825,0.3162393162393155,0.8338093878327919
633,6.0,3.0,0.5,3.5,6.5,4.5,2.0,6.5,60.0,0.0,3,V161106_stats,"{'node_count': 6, 'edge_count': 4, 'clustering': 0.0, 'giant component': 0.6666666666666666, 'disssortativity': -0.0, 'k avg': 1.3333333333333333, 'k std': 0.5163977794943223, 'entropy': 0.38289400293653997, 'density': 0.26666666666666666}",10,0.6666666666666666,1.3333333333333333,0.0,0.26666666666666666,0.38289400293653997,-0.0,0.5163977794943223
634,0.0,3.0,0.5,5.0,7.0,2.0,7.0,6.5,23.0,0.0,2,V161106_stats,"{'node_count': 12, 'edge_count': 10, 'clustering': 0.0, 'giant component': 0.9166666666666666, 'disssortativity': 0.5151515151515151, 'k avg': 1.6666666666666667, 'k std': 0.9847319278346618, 'entropy': 0.5435030099731688, 'density': 0.15151515151515152}",26,0.9166666666666666,1.6666666666666667,0.0,0.15151515151515152,0.5435030099731688,0.5151515151515151,0.9847319278346618
637,0.0,3.0,0.5,6.0,5.0,6.0,2.5,5.5,60.0,1.0,2,V161106_stats,"{'node_count': 19, 'edge_count': 15, 'clustering': 0.0, 'giant component': 0.47368421052631576, 'disssortativity': 0.2605042016806714, 'k avg': 1.5789473684210527, 'k std': 0.901590537370498, 'entropy': 0.4555638153261397, 'density': 0.08771929824561403}",60,0.47368421052631576,1.5789473684210527,0.0,0.08771929824561403,0.4555638153261397,0.2605042016806714,0.901590537370498
641,1.0,3.0,0.5,4.0,5.0,5.0,3.5,4.5,64.0,0.0,3,V161106_stats,"{'node_count': 23, 'edge_count': 21, 'clustering': 0.0, 'giant component': 0.9565217391304348, 'disssortativity': 0.15762273901808752, 'k avg': 1.826086956521739, 'k std': 1.302172098423647, 'entropy': 0.4651779733659844, 'density': 0.08300395256916997}",48,0.9565217391304348,1.826086956521739,0.0,0.08300395256916997,0.4651779733659844,0.15762273901808752,1.302172098423647
645,1.0,2.0,0.5,6.5,4.0,6.5,2.5,6.0,29.0,1.0,3,V161106_stats,"{'node_count': 14, 'edge_count': 16, 'clustering': 0.10952380952380951, 'giant component': 1.0, 'disssortativity': 0.10344827586206896, 'k avg': 2.2857142857142856, 'k std': 1.2043875831929896, 'entropy': 0.48336248625233236, 'density': 0.17582417582417584}",31,1.0,2.2857142857142856,0.10952380952380951,0.17582417582417584,0.48336248625233236,0.10344827586206896,1.2043875831929896
647,1.0,1.0,0.0,3.5,5.0,5.0,4.5,5.5,39.0,0.0,1,V161106_stats,"{'node_count': 6, 'edge_count': 4, 'clustering': 0.0, 'giant component': 0.8333333333333334, 'disssortativity': 0.6666666666666666, 'k avg': 1.3333333333333333, 'k std': 1.0327955589886446, 'entropy': 0.7473956601860515, 'density': 0.26666666666666666}",16,0.8333333333333334,1.3333333333333333,0.0,0.26666666666666666,0.7473956601860515,0.6666666666666666,1.0327955589886446
