10,2,9,2868
10,2,10,2957
10,2,15,2857
10,2,20,293
10,2,25,2980
10,3,2,2038
10,3,3,2152
10,3,4,2452
10,3,5,2627
10,3,6,2727
10,3,7,2715
10,3,8,2804
10,3,9,2851
10,3,10,2941
10,3,15,2850
10,3,20,293
10,3,25,2981
10,4,2,1966
10,4,3,2111
10,4,4,2470
10,4,5,2593
10,4,6,2595
10,4,7,2707
10,4,8,2787
10,4,9,2844
10,4,10,2934
10,4,15,2894
10,4,20,3045
10,4,25,3080
10,5,2,1956
10,5,3,2147
10,5,4,2459
10,5,5,2597
10,5,6,2591
10,5,7,2722
10,5,8,2798
10,5,9,2854
10,5,10,2925
10,5,15,2876
10,5,20,3045
10,5,25,3089
10,6,2,1968
10,6,3,2188
10,6,4,2493
10,6,5,2663
10,6,6,2601
10,6,7,2747
10,6,8,2778
10,6,9,2846
10,6,10,2923
10,6,15,2950
10,6,20,3045
10,6,25,3078
10,7,2,2026
10,7,3,2255
10,7,4,2545
10,7,5,2684
10,7,6,2622
10,7,7,2748
10,7,8,2768
10,7,9,2852
10,7,10,2922
10,7,15,2833
10,7,20,2879
10,7,25,3078
10,8,2,2040
10,8,3,2298
10,8,4,2577
10,8,5,2660
10,8,6,2629
10,8,7,2721
10,8,8,2787
10,8,9,2736
10,8,10,2761
10,8,15,2833
10,8,20,2828
10,8,25,3004
10,9,2,2075
10,9,3,2302
10,9,4,2578
10,9,5,2671
10,9,6,2491
10,9,7,2736
10,9,8,2646
10,9,9,2732
10,9,10,2786
10,9,15,2833
10,9,20,2835
10,9,25,3004
10,10,2,2104
10,10,3,2344
10,10,4,2609
10,10,5,2675
10,10,6,2404
10,10,7,2635
10,10,8,2670
10,10,9,2748
10,10,10,2741
10,10,15,2841
10,10,20,2843
10,10,25,2905
10,15,2,2033
10,15,3,2202
10,15,4,2434
10,15,5,2420
10,15,6,2354
10,15,7,2499
10,15,8,2528
10,15,9,2657
10,15,10,2558
10,15,15,2785
10,15,20,2968
10,15,25,2879
10,20,2,2061
10,20,3,108
10,20,4,2264
10,20,5,2470
10,20,6,2401
10,20,7,2416
10,20,8,2469
10,20,9,219
10,20,10,2613
10,20,15,2669
10,20,20,2881
10,20,25,2873
10,25,2,2046
10,25,3,2194
10,25,4,2192
10,25,5,2390
10,25,6,2453
10,25,7,2476
10,25,8,2537
10,25,9,2637
10,25,10,2650
10,25,15,2895
10,25,20,2881
10,25,25,2873
15,2,2,2044
15,2,3,2172
15,2,4,2409
15,2,5,2596
15,2,6,2747
15,2,7,2852
15,2,8,2920
15,2,9,2999
15,2,10,2854
15,2,15,293
15,2,20,3100
15,2,25,3149
15,3,2,1973
15,3,3,2095
15,3,4,2407
15,3,5,2583
15,3,6,2737
15,3,7,2856
15,3,8,2899
15,3,9,3003
15,3,10,2921
15,3,15,293
15,3,20,3006
15,3,25,3133
15,4,2,1897
15,4,3,2182
15,4,4,2420
15,4,5,2591
15,4,6,2696
15,4,7,2840
15,4,8,2915
15,4,9,2924
15,4,10,2913
15,4,15,293
15,4,20,3008
15,4,25,3102
15,5,2,1930
15,5,3,2179
15,5,4,2439
15,5,5,2608
15,5,6,2690
15,5,7,2844
15,5,8,2910
15,5,9,2913
15,5,10,289
15,5,15,293
15,5,20,3051
15,5,25,3070
15,6,2,2010
15,6,3,2223
15,6,4,2456
15,6,5,2569
15,6,6,2700
15,6,7,2815
15,6,8,2800
15,6,9,2932
15,6,10,289
15,6,15,293
15,6,20,3051
15,6,25,3082
15,7,2,2041
15,7,3,2267
15,7,4,2420
15,7,5,2642
15,7,6,2710
15,7,7,2822
15,7,8,2784
15,7,9,2934
15,7,10,289
15,7,15,293
15,7,20,3051
